,survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
22,1150,2018-03-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,710,Strongly Disagree,0.158,Disagree,0.158,Slightly Disagree,0.1407,Neither Agree nor Disagree,0.0962,Slightly Agree,0.2183,Agree,0.2038,Strongly Agree,0.0386
23,1151,2018-03-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,712,Strongly Disagree,0.1713,Disagree,0.1713,Slightly Disagree,0.1424,Neither Agree nor Disagree,0.1892,Slightly Agree,0.1772,Agree,0.152,Strongly Agree,0.0336
24,1152,2018-03-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,712,Strongly Disagree,0.0999,Disagree,0.0999,Slightly Disagree,0.1171,Neither Agree nor Disagree,0.1333,Slightly Agree,0.2974,Agree,0.2094,Strongly Agree,0.0284
25,1153,2018-03-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,712,Strongly Disagree,0.0878,Disagree,0.0878,Slightly Disagree,0.1468,Neither Agree nor Disagree,0.1285,Slightly Agree,0.178,Agree,0.2596,Strongly Agree,0.1123
26,1154,2018-03-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,711,Strongly Disagree,0.1635,Disagree,0.1635,Slightly Disagree,0.1789,Neither Agree nor Disagree,0.1296,Slightly Agree,0.2133,Agree,0.1296,Strongly Agree,0.0357
27,1155,2018-03-01,MBTA Customer Opinion Panel,Wait time at stop,711,Unacceptable,0.0902,Very Poor,0.0902,Poor,0.0863,Fair,0.1016,Good,0.1124,Very Good,0.3547,Excellent,0.1946
28,1156,2018-03-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,705,Unacceptable,0.0322,Very Poor,0.0322,Poor,0.1186,Fair,0.2199,Good,0.1172,Very Good,0.3658,Excellent,0.0953
29,1157,2018-03-01,MBTA Customer Opinion Panel,Vehicle crowdedness,710,Unacceptable,0.0712,Very Poor,0.0712,Poor,0.1168,Fair,0.1257,Good,0.1297,Very Good,0.3291,Excellent,0.1673
30,1158,2018-03-01,MBTA Customer Opinion Panel,Vehicle cleanliness,707,Unacceptable,0.0291,Very Poor,0.0291,Poor,0.1201,Fair,0.1764,Good,0.14,Very Good,0.3733,Excellent,0.1103
31,1159,2018-03-01,MBTA Customer Opinion Panel,Speed/travel time,710,Unacceptable,0.0702,Very Poor,0.0702,Poor,0.1056,Fair,0.1313999999,Good,0.1277,Very Good,0.3394,Excellent,0.1585
32,1160,2018-03-01,MBTA Customer Opinion Panel,Parking availability,212,Unacceptable,0.178,Very Poor,0.178,Poor,0.0469,Fair,0.1933,Good,0.0807,Very Good,0.308,Excellent,0.1402
33,1161,2018-03-01,MBTA Customer Opinion Panel,Real-time communications,661,Unacceptable,0.0917,Very Poor,0.0917,Poor,0.0987,Fair,0.1451,Good,0.1239,Very Good,0.3566,Excellent,0.1071
34,1162,2018-03-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,720,Extremely Dissatisfied,0.0544,Very Dissatisfied,0.0544,Somewhat Dissatisfied,0.1318,Neutral,0.1402,Somewhat Satisfied,0.2553,Very Satisfied,0.2834,Extremely Satisfied,0.0491
35,1163,2018-03-01,MBTA Customer Opinion Panel,,715,Extremely Dissatisfied,0.0696,Very Dissatisfied,0.0696,Somewhat Dissatisfied,0.1194,Neutral,0.0909,Somewhat Satisfied,0.1511,Very Satisfied,0.3922,Extremely Satisfied,0.0924
0,369,2017-06-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,393,Extremely Dissatisfied,0.0366,Very Dissatisfied,0.0366,Somewhat Dissatisfied,0.137,Neutral,0.0774,Somewhat Satisfied,0.3269,Very Satisfied,0.3277,Extremely Satisfied,0.0415
1,370,2017-06-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,388,Extremely Dissatisfied,0.0335,Very Dissatisfied,0.0335,Somewhat Dissatisfied,0.1067,Neutral,0.115,Somewhat Satisfied,0.2179,Very Satisfied,0.3938,Extremely Satisfied,0.0956
2,371,2017-06-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,388,Extremely Unlikely,0.0045,Very Unlikely,0.0045,Somewhat Unlikely,0.002,Neither Likely nor Unlikely,0.0161,Somewhat Likely,0.0554,Very Likely,0.2841,Extremely Likely,0.6272
3,372,2017-06-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,388,Extremely Unlikely,0.0529,Very Unlikely,0.0529,Somewhat Unlikely,0.0444,Neither Likely nor Unlikely,0.1194,Somewhat Likely,0.1451,Very Likely,0.3119,Extremely Likely,0.2712
4,373,2017-06-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,387,Strongly Disagree,0.0964,Disagree,0.0964,Slightly Disagree,0.1155,Neither Agree nor Disagree,0.0885,Slightly Agree,0.1887,Agree,0.3266,Strongly Agree,0.0568
5,374,2017-06-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,386,Strongly Disagree,0.1634,Disagree,0.1634,Slightly Disagree,0.1117,Neither Agree nor Disagree,0.2014,Slightly Agree,0.163,Agree,0.2036,Strongly Agree,0.0346
6,375,2017-06-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,387,Strongly Disagree,0.0613,Disagree,0.0613,Slightly Disagree,0.072,Neither Agree nor Disagree,0.1005,Slightly Agree,0.2604,Agree,0.3363,Strongly Agree,0.0693
7,376,2017-06-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,387,Strongly Disagree,0.0683,Disagree,0.0683,Slightly Disagree,0.0806,Neither Agree nor Disagree,0.1195,Slightly Agree,0.1537,Agree,0.315,Strongly Agree,0.1641
8,377,2017-06-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,386,Strongly Disagree,0.1044,Disagree,0.1044,Slightly Disagree,0.1496,Neither Agree nor Disagree,0.112,Slightly Agree,0.2059,Agree,0.2263,Strongly Agree,0.0231
9,378,2017-06-01,MBTA Customer Opinion Panel,Wait time at stop,386,Unacceptable,0.0283,Very Poor,0.0283,Poor,0.0433,Fair,0.1855,Good,0.2025,Very Good,0.2233,Excellent,0.2943
10,379,2017-06-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,383,Unacceptable,0.0212,Very Poor,0.0212,Poor,0.075,Fair,0.2279,Good,0.273,Very Good,0.2345,Excellent,0.1393
11,380,2017-06-01,MBTA Customer Opinion Panel,Vehicle crowdedness,387,Unacceptable,0.0533,Very Poor,0.0533,Poor,0.0864,Fair,0.1826,Good,0.2238,Very Good,0.2042,Excellent,0.2054
12,381,2017-06-01,MBTA Customer Opinion Panel,Vehicle cleanliness,387,Unacceptable,0.022,Very Poor,0.022,Poor,0.0784,Fair,0.2094,Good,0.2545,Very Good,0.2676,Excellent,0.1387
13,382,2017-06-01,MBTA Customer Opinion Panel,Speed/travel time,388,Unacceptable,0.0248,Very Poor,0.0248,Poor,0.0774,Fair,0.1869,Good,0.2445,Very Good,0.26379999989999997,Excellent,0.1638
14,383,2017-06-01,MBTA Customer Opinion Panel,Parking availability,154,Unacceptable,0.0774,Very Poor,0.0774,Poor,0.0629,Fair,0.1328999999,Good,0.1923,Very Good,0.2338,Excellent,0.2461
15,384,2017-06-01,MBTA Customer Opinion Panel,Real-time communications,332,Unacceptable,0.038,Very Poor,0.038,Poor,0.0853,Fair,0.1427,Good,0.26079999989999997,Very Good,0.2508,Excellent,0.1825
16,385,2017-06-01,MBTA Customer Opinion Panel,Mbta website,341,Extremely Dissatisfied,0.0083,Very Dissatisfied,0.0083,Somewhat Dissatisfied,0.0492,Neutral,0.2297,Somewhat Satisfied,0.2455,Very Satisfied,0.2873,Extremely Satisfied,0.1303
17,386,2017-06-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),369,Extremely Dissatisfied,0.0264,Very Dissatisfied,0.0264,Somewhat Dissatisfied,0.0971,Neutral,0.0513,Somewhat Satisfied,0.2059,Very Satisfied,0.3296,Extremely Satisfied,0.2479
18,387,2017-06-01,MBTA Customer Opinion Panel,In-station announcements,359,Extremely Dissatisfied,0.0437,Very Dissatisfied,0.0437,Somewhat Dissatisfied,0.1297,Neutral,0.1724,Somewhat Satisfied,0.257,Very Satisfied,0.2674,Extremely Satisfied,0.0895
19,388,2017-06-01,MBTA Customer Opinion Panel,On-vehicle announcements,381,Extremely Dissatisfied,0.0653,Very Dissatisfied,0.0653,Somewhat Dissatisfied,0.1566,Neutral,0.1717,Somewhat Satisfied,0.2908,Very Satisfied,0.1798,Extremely Satisfied,0.0797
20,389,2017-06-01,MBTA Customer Opinion Panel,T-alerts,325,Extremely Dissatisfied,0.015,Very Dissatisfied,0.015,Somewhat Dissatisfied,0.1366,Neutral,0.1464,Somewhat Satisfied,0.2659,Very Satisfied,0.2908,Extremely Satisfied,0.1095
21,390,2017-06-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),270,Extremely Dissatisfied,0.0211,Very Dissatisfied,0.0211,Somewhat Dissatisfied,0.0632999999,Neutral,0.1235,Somewhat Satisfied,0.2368,Very Satisfied,0.2893,Extremely Satisfied,0.2116
22,391,2017-06-01,MBTA Customer Opinion Panel,,388,Extremely Dissatisfied,0.0335,Very Dissatisfied,0.0335,Somewhat Dissatisfied,0.1067,Neutral,0.115,Somewhat Satisfied,0.2179,Very Satisfied,0.3938,Extremely Satisfied,0.0956
23,979,2017-06-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,393,Extremely Dissatisfied,0.0366,Very Dissatisfied,0.0366,Somewhat Dissatisfied,0.137,Neutral,0.0774,Somewhat Satisfied,0.3269,Very Satisfied,0.3277,Extremely Satisfied,0.0415
24,980,2017-06-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,388,Extremely Dissatisfied,0.0335,Very Dissatisfied,0.0335,Somewhat Dissatisfied,0.1067,Neutral,0.115,Somewhat Satisfied,0.2179,Very Satisfied,0.3938,Extremely Satisfied,0.0956
25,981,2017-06-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,388,Extremely Unlikely,0.0045,Very Unlikely,0.0045,Somewhat Unlikely,0.002,Neither Likely nor Unlikely,0.0161,Somewhat Likely,0.0554,Very Likely,0.2841,Extremely Likely,0.6272
26,982,2017-06-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,388,Extremely Unlikely,0.0529,Very Unlikely,0.0529,Somewhat Unlikely,0.0444,Neither Likely nor Unlikely,0.1194,Somewhat Likely,0.1451,Very Likely,0.3119,Extremely Likely,0.2712
27,983,2017-06-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,387,Strongly Disagree,0.0964,Disagree,0.0964,Slightly Disagree,0.1155,Neither Agree nor Disagree,0.0885,Slightly Agree,0.1887,Agree,0.3266,Strongly Agree,0.0568
28,984,2017-06-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,386,Strongly Disagree,0.1634,Disagree,0.1634,Slightly Disagree,0.1117,Neither Agree nor Disagree,0.2014,Slightly Agree,0.163,Agree,0.2036,Strongly Agree,0.0346
29,985,2017-06-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,387,Strongly Disagree,0.0613,Disagree,0.0613,Slightly Disagree,0.072,Neither Agree nor Disagree,0.1005,Slightly Agree,0.2604,Agree,0.3363,Strongly Agree,0.0693
30,986,2017-06-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,387,Strongly Disagree,0.0683,Disagree,0.0683,Slightly Disagree,0.0806,Neither Agree nor Disagree,0.1195,Slightly Agree,0.1537,Agree,0.315,Strongly Agree,0.1641
31,987,2017-06-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,386,Strongly Disagree,0.1044,Disagree,0.1044,Slightly Disagree,0.1496,Neither Agree nor Disagree,0.112,Slightly Agree,0.2059,Agree,0.2263,Strongly Agree,0.0231
32,988,2017-06-01,MBTA Customer Opinion Panel,Wait time at stop,386,Unacceptable,0.0283,Very Poor,0.0283,Poor,0.0433,Fair,0.1855,Good,0.2025,Very Good,0.2233,Excellent,0.2943
33,989,2017-06-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,383,Unacceptable,0.0212,Very Poor,0.0212,Poor,0.075,Fair,0.2279,Good,0.273,Very Good,0.2345,Excellent,0.1393
34,990,2017-06-01,MBTA Customer Opinion Panel,Vehicle crowdedness,387,Unacceptable,0.0533,Very Poor,0.0533,Poor,0.0864,Fair,0.1826,Good,0.2238,Very Good,0.2042,Excellent,0.2054
35,991,2017-06-01,MBTA Customer Opinion Panel,Vehicle cleanliness,387,Unacceptable,0.022,Very Poor,0.022,Poor,0.0784,Fair,0.2094,Good,0.2545,Very Good,0.2676,Excellent,0.1387
36,992,2017-06-01,MBTA Customer Opinion Panel,Speed/travel time,388,Unacceptable,0.0248,Very Poor,0.0248,Poor,0.0774,Fair,0.1869,Good,0.2445,Very Good,0.26379999989999997,Excellent,0.1638
37,993,2017-06-01,MBTA Customer Opinion Panel,Parking availability,154,Unacceptable,0.0774,Very Poor,0.0774,Poor,0.0629,Fair,0.1328999999,Good,0.1923,Very Good,0.2338,Excellent,0.2461
38,994,2017-06-01,MBTA Customer Opinion Panel,Real-time communications,332,Unacceptable,0.038,Very Poor,0.038,Poor,0.0853,Fair,0.1427,Good,0.26079999989999997,Very Good,0.2508,Excellent,0.1825
39,995,2017-06-01,MBTA Customer Opinion Panel,Mbta website,341,Extremely Dissatisfied,0.0083,Very Dissatisfied,0.0083,Somewhat Dissatisfied,0.0492,Neutral,0.2297,Somewhat Satisfied,0.2455,Very Satisfied,0.2873,Extremely Satisfied,0.1303
40,996,2017-06-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),369,Extremely Dissatisfied,0.0264,Very Dissatisfied,0.0264,Somewhat Dissatisfied,0.0971,Neutral,0.0513,Somewhat Satisfied,0.2059,Very Satisfied,0.3296,Extremely Satisfied,0.2479
41,997,2017-06-01,MBTA Customer Opinion Panel,In-station announcements,359,Extremely Dissatisfied,0.0437,Very Dissatisfied,0.0437,Somewhat Dissatisfied,0.1297,Neutral,0.1724,Somewhat Satisfied,0.257,Very Satisfied,0.2674,Extremely Satisfied,0.0895
42,998,2017-06-01,MBTA Customer Opinion Panel,On-vehicle announcements,381,Extremely Dissatisfied,0.0653,Very Dissatisfied,0.0653,Somewhat Dissatisfied,0.1566,Neutral,0.1717,Somewhat Satisfied,0.2908,Very Satisfied,0.1798,Extremely Satisfied,0.0797
43,999,2017-06-01,MBTA Customer Opinion Panel,T-alerts,325,Extremely Dissatisfied,0.015,Very Dissatisfied,0.015,Somewhat Dissatisfied,0.1366,Neutral,0.1464,Somewhat Satisfied,0.2659,Very Satisfied,0.2908,Extremely Satisfied,0.1095
44,1000,2017-06-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),270,Extremely Dissatisfied,0.0211,Very Dissatisfied,0.0211,Somewhat Dissatisfied,0.0632999999,Neutral,0.1235,Somewhat Satisfied,0.2368,Very Satisfied,0.2893,Extremely Satisfied,0.2116
45,1001,2017-06-01,MBTA Customer Opinion Panel,,388,Extremely Dissatisfied,0.0335,Very Dissatisfied,0.0335,Somewhat Dissatisfied,0.1067,Neutral,0.115,Somewhat Satisfied,0.2179,Very Satisfied,0.3938,Extremely Satisfied,0.0956
0,208,2016-11-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,378,Extremely Dissatisfied,0.0441,Very Dissatisfied,0.0441,Somewhat Dissatisfied,0.167,Neutral,0.0952,Somewhat Satisfied,0.307,Very Satisfied,0.267,Extremely Satisfied,0.0295
1,209,2016-11-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,373,Extremely Dissatisfied,0.0916,Very Dissatisfied,0.0916,Somewhat Dissatisfied,0.0746,Neutral,0.1323999999,Somewhat Satisfied,0.1909,Very Satisfied,0.323,Extremely Satisfied,0.088
2,210,2016-11-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,373,Extremely Unlikely,0.0007,Very Unlikely,0.0007,Somewhat Unlikely,0.0129,Neither Likely nor Unlikely,0.0544,Somewhat Likely,0.0729,Very Likely,0.2579,Extremely Likely,0.5885
3,211,2016-11-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,371,Extremely Unlikely,0.073,Very Unlikely,0.073,Somewhat Unlikely,0.0725,Neither Likely nor Unlikely,0.1444,Somewhat Likely,0.1616,Very Likely,0.2134,Extremely Likely,0.2713
4,212,2016-11-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,370,Strongly Disagree,0.1702,Disagree,0.1702,Slightly Disagree,0.1171,Neither Agree nor Disagree,0.0844,Slightly Agree,0.2163,Agree,0.2199,Strongly Agree,0.06
5,213,2016-11-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,370,Strongly Disagree,0.1962,Disagree,0.1962,Slightly Disagree,0.1138,Neither Agree nor Disagree,0.2779,Slightly Agree,0.1345,Agree,0.1191,Strongly Agree,0.0281
6,214,2016-11-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,368,Strongly Disagree,0.0797,Disagree,0.0797,Slightly Disagree,0.0989,Neither Agree nor Disagree,0.1508,Slightly Agree,0.2128,Agree,0.2892,Strongly Agree,0.0791
7,215,2016-11-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,369,Strongly Disagree,0.0994,Disagree,0.0994,Slightly Disagree,0.1017,Neither Agree nor Disagree,0.1305,Slightly Agree,0.1777,Agree,0.2616,Strongly Agree,0.1348
8,216,2016-11-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,369,Strongly Disagree,0.1906,Disagree,0.1906,Slightly Disagree,0.1333,Neither Agree nor Disagree,0.1379,Slightly Agree,0.2242,Agree,0.1404,Strongly Agree,0.0237
9,217,2016-11-01,MBTA Customer Opinion Panel,Wait time at stop,369,Unacceptable,0.0806,Very Poor,0.0806,Poor,0.085,Fair,0.1453,Good,0.2202,Very Good,0.2266,Excellent,0.1897
10,218,2016-11-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,367,Unacceptable,0.0164,Very Poor,0.0164,Poor,0.0902,Fair,0.2472,Good,0.3172,Very Good,0.2174,Excellent,0.0841
11,219,2016-11-01,MBTA Customer Opinion Panel,Vehicle crowdedness,373,Unacceptable,0.0945,Very Poor,0.0945,Poor,0.0955,Fair,0.2033,Good,0.209,Very Good,0.2074,Excellent,0.1345
12,220,2016-11-01,MBTA Customer Opinion Panel,Vehicle cleanliness,371,Unacceptable,0.0128,Very Poor,0.0128,Poor,0.0817,Fair,0.2303,Good,0.3568,Very Good,0.2013,Excellent,0.101
13,221,2016-11-01,MBTA Customer Opinion Panel,Speed/travel time,371,Unacceptable,0.0634,Very Poor,0.0634,Poor,0.0881,Fair,0.1983,Good,0.2246,Very Good,0.2075,Excellent,0.1562
14,222,2016-11-01,MBTA Customer Opinion Panel,Parking availability,118,Unacceptable,0.0847,Very Poor,0.0847,Poor,0.0142,Fair,0.1658,Good,0.2561999999,Very Good,0.2029,Excellent,0.25679999989999996
15,223,2016-11-01,MBTA Customer Opinion Panel,Real-time communications,308,Unacceptable,0.0725,Very Poor,0.0725,Poor,0.0981,Fair,0.2075,Good,0.2701,Very Good,0.2203,Excellent,0.0992
16,224,2016-11-01,MBTA Customer Opinion Panel,Mbta website,325,Extremely Dissatisfied,0.0248,Very Dissatisfied,0.0248,Somewhat Dissatisfied,0.0903,Neutral,0.2026,Somewhat Satisfied,0.2738,Very Satisfied,0.2498,Extremely Satisfied,0.1224
17,225,2016-11-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),348,Extremely Dissatisfied,0.0511,Very Dissatisfied,0.0511,Somewhat Dissatisfied,0.0903,Neutral,0.103,Somewhat Satisfied,0.2246,Very Satisfied,0.3356,Extremely Satisfied,0.1704
18,226,2016-11-01,MBTA Customer Opinion Panel,In-station announcements,336,Extremely Dissatisfied,0.0644,Very Dissatisfied,0.0644,Somewhat Dissatisfied,0.1157,Neutral,0.1879,Somewhat Satisfied,0.2856,Very Satisfied,0.2031,Extremely Satisfied,0.0927
19,227,2016-11-01,MBTA Customer Opinion Panel,On-vehicle announcements,356,Extremely Dissatisfied,0.0753,Very Dissatisfied,0.0753,Somewhat Dissatisfied,0.18,Neutral,0.1941,Somewhat Satisfied,0.2409,Very Satisfied,0.1383,Extremely Satisfied,0.0648
20,228,2016-11-01,MBTA Customer Opinion Panel,T-alerts,313,Extremely Dissatisfied,0.0659,Very Dissatisfied,0.0659,Somewhat Dissatisfied,0.09,Neutral,0.1959,Somewhat Satisfied,0.3172,Very Satisfied,0.18,Extremely Satisfied,0.1062
21,229,2016-11-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),267,Extremely Dissatisfied,0.0445,Very Dissatisfied,0.0445,Somewhat Dissatisfied,0.122,Neutral,0.1158,Somewhat Satisfied,0.2326,Very Satisfied,0.2884,Extremely Satisfied,0.1502
22,230,2016-11-01,MBTA Customer Opinion Panel,,373,Extremely Dissatisfied,0.0916,Very Dissatisfied,0.0916,Somewhat Dissatisfied,0.0746,Neutral,0.1323999999,Somewhat Satisfied,0.1909,Very Satisfied,0.323,Extremely Satisfied,0.088
23,818,2016-11-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,378,Extremely Dissatisfied,0.0441,Very Dissatisfied,0.0441,Somewhat Dissatisfied,0.167,Neutral,0.0952,Somewhat Satisfied,0.307,Very Satisfied,0.267,Extremely Satisfied,0.0295
24,819,2016-11-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,373,Extremely Dissatisfied,0.0916,Very Dissatisfied,0.0916,Somewhat Dissatisfied,0.0746,Neutral,0.1323999999,Somewhat Satisfied,0.1909,Very Satisfied,0.323,Extremely Satisfied,0.088
25,820,2016-11-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,373,Extremely Unlikely,0.0007,Very Unlikely,0.0007,Somewhat Unlikely,0.0129,Neither Likely nor Unlikely,0.0544,Somewhat Likely,0.0729,Very Likely,0.2579,Extremely Likely,0.5885
